question,answer
不少中国学生喜欢经常念诵甚至抄写《金刚经》和《心经》。《金刚经》里说，“若以色见我，以音声求我，是人行邪道，不能见如来。”说的是不可以执着于声与相等形式，而藏传佛教中有很多较为形式化的修行方法，例如观想、磕大头、念经咒等。如何正确理解这些修行的方法？,"在《金刚经》里，佛陀说，那些把佛理解为具体色相的人，其见地是错误的（“若以色见我，以音声求我，是人行邪道，不能见如来”）。这正是金刚乘想要表达的，不过是以一种完全相反的方式。般若智慧的重点就是，你是否对佛陀有一种二元的分别，诸如“色”，“色”这个概念意味着英寸、厘米、英尺，当然还有重量、颜色、形状等。如果你在颜色、形状和大小的局限之内来看佛，那么你不会理解佛。这个观点在金刚乘里是用方便的方法教授的。

在金刚乘的修法里，你可能会把佛观想为坐在莲花上、有一千只手的本尊，这在物理上是不可能的，因为莲花会被压坏的。有超过两只手、三只眼睛、多个头打破了我们关于人的形色的概念，特别是当佛以长着动物头的形象出现时，那真的把形色的整个概念都打破了。所以，以这种方式，密续里关于本尊和坛城的教授，恰好与金刚经所教授的内容互补。"
禅宗里有许多和大圆满证悟相似的公案。请您谈谈禅宗和大圆满的异同。,"我没有资格去表述两者的区别。首先我从未真正研究过禅宗，而且我对金刚乘的理解也很有限。非常概括地讲，禅宗似乎是大乘佛教的精华。禅宗用的是大乘的佛经，例如《金刚经》，那是他们的基石和根本。

大圆满是金刚乘的教授，不仅使用所有我刚才提到的大乘佛经，而且也用密续的方法。我感觉，仅就见地而言，禅宗与大圆满是一样的，有些打坐冥想的技巧也是完全相同的，但它们所使用的方法可能有些区别。例如，大圆满从不拒绝仪轨，然而禅宗可能特意让你避开那些。从某种角度来看，这可能是小差别；但另一方面，这可能是很大的差别，因为这显示了大圆满的勇敢。我认为禅宗非常殊胜和深奥，真的很希望中国能够保持它的教法和修持。"
金刚乘怎样看待净土[11]法门？对于发愿往生净土的人，金刚乘是否也提供了有效的修持方法？,在很多方面，净土的修法和金刚乘非常接近，因为金刚乘里也讨论净土、净观[12]等。或许只有一点点区别，比如在净土法门里，到达净土差不多是一个物理过程——你发愿往生净土并为此修行；然而金刚乘里，它更加像是对净土的发现和认识，净土就在这里，就在你读着这本书的地方。
您对净土宗的弟子有什么建议吗？如果把金刚乘和净土宗的方法结合到一起来修，是否可以更快地去到净土？,"修行者不一定要同时修持两种法门以迅速往生净土。但是如果两种法门都有，有点像是带了一块额外的电池。

修持净土法门靠的是虔诚与信心。那些希望往生净土的人必须生起坚定不移的信心。为此，修行者必须对我们习惯性的怀疑生起怀疑。当我们面向西方睁开双眼时，我们无法当下见到阿弥陀佛的刹土。我们的心识习惯性地认为阿弥陀佛的刹土不可能在那儿，因为我们看不到，也从未接到过一封来自阿弥陀佛刹土的信，为我们描述那里的样子。实际上，正是因为我们这样认为，所以我们看不到。

但是如果仔细分析和思考，你会意识到，我们所有的怀疑都是基于非常琐碎而肤浅的理由，因为我们不敢超越惯有的方式去思考。因此，我们应该学着怀疑我们惯有的思维模式，以及我们通常得出结论的方式。然后，我们可以逐渐生起专一的、不退转的信心，相信阿弥陀佛的净土就在那里。当我们达成了这样一种不退转的确信，我们就已经得到阿弥陀佛的加持了。"
金刚乘中也有许多净土的修持，那么金刚乘行者的目标应该是什么呢？是应该发愿即生证悟成佛，还是往生净土，在那里开始修证？,一般来说，在金刚乘中，往生到净土就是证悟。金刚乘是这样诠释的。
但是我们是否应该发愿让所有其他的人先去呢？,是的，当然，那是菩萨最基本的态度。
一些人认为自己修持的是大手印[13]这样的不二法门，所以对往生净土的渴望也是一种应该避免的执着；而另外一些人认为净土法门适合一切人，其他法门没有存在的理由和必要性。仁波切，您认为这两种观点是否矛盾？修行者是否有可能吸收二者的精华，并在日常修持中加以利用呢？,两者都是错的。前者没有理解净土本身就是没有二元分别的刹土，后者剥夺了佛教法门的多样性。有选择总是件好事，那么我们为什么要剥夺自己的选择权呢？
您可以谈谈不同的根器及其特质吗？很多学生对于自己是什么根器都很好奇。知道这个重要吗？基本上没有人是上乘根器，除了那些因愿力而来到这个世界上的人，可以这样说吗？,知道自己的根器并不那么重要，也不是必要的。重要的是发愿自己能成为最好的根器。
我们得具备适合的根器才能修行金刚乘吗？,是的，修行金刚乘必须具备合适的根器，本质上，适合于金刚乘的根器是开放的思维和对金刚乘的信心。
如果有人问您他们是不是修习金刚乘的根器，您会如何回答？,"我个人回答不了这个，因为我自己也是一个无明的众生。然而，就像我刚才说的，金刚乘主要的根器就是信心和开放的思维。你或许认为自己对上师三宝有信心，对轮回有厌离心，等等。但是对抗旧的习气并真正摆脱它们的束缚是很难的。

同样，接受金刚乘里以一些难以置信的东西作为修持之路也是很难的。如果一个上师告诉你不要偷盗，你无法和他争论。从一个精神导师处得到这样的忠告是意料之中的，但是相反的就不在意料中了。如果一个上师让你去偷盗，能够没有任何怀疑地照办是很难的，你甚至会开始怀疑这位上师。"
请您谈谈“净观”，以及它在密宗修行里的重要意义。,“清净”这个词是非常重要的。它不应被误解为与“不清净”相对的“清净”。这里所说的“清净”超越了清净与不清净。当我们说到对上师的净观，如果在你的感知里，你的上师长了个鹦鹉鼻子，并不是说为了清净，你必须在感观上把鹦鹉鼻子改为人类的鼻子；而是说，你应该认为，无论是鹦鹉鼻子、人类的鼻子还是天堂里的鼻子，所有这些都只是自己的感知而已，其实没有一个外在的、实存的鹦鹉鼻子或人类的鼻子。这就是一个良好的开端，也是获得清净的或正确的感知的方法。
为什么我们只能在金刚乘里看到净观？其他教法中有这个概念吗？,"因为金刚乘应该是以果作为路径的方法。即使在大乘中，果也是清净的，所以我们已经在这样思维了。就像你洗盘子的时候，你已经知道、接受并观想它们将会是干净的。

事实上，净观是表达在大乘佛法中所教授的慈悲的一种更高级、更复杂的方式。在大乘佛法中，所有众生都如同你的母亲一样，他们应该得到照顾。他们中的一些人可能作为朋友出现，另一些人可能作为敌人出现，但在现实中，大乘佛法要求我们把他们同等地理解为如母有情。这就已经是净观了，即便用的不是那个词。

金刚乘又往前推进了一步。有情众生不仅是母亲，而且是本尊。把所有众生当做母亲，这样做从根本上是为了生起慈悲心——假设这些过去世做过我们母亲的众生是无明的，并被业和烦恼所禁锢，所以让他们获得解脱是我们的责任。

除此之外，金刚乘里，我们着眼于众生绝对的本性，即他们的佛性。所以他们不仅是无明的、可怜的、无助的母亲，他们的本质是佛。因为金刚乘以果为路径[14]，并且因为成佛是果，所以你已经在众生里看到了果。这就像前面举过的例子，你洗盘子的时候已经看到了干净的盘子，特别是当你满怀信心时。"
藏传佛教为什么会出现不同的教派？作为利美运动[15]中最杰出的上师，请您谈谈各教派的异同。您如何评价无宗派运动的意义？,"我们应该给治疗不同病症的药品贴上不同的标签，以识别这是治头痛的药，这是治牙痛的药，这是治鼻子痛的药，而不是说这是黑人吃的药，这是白人吃的药。

不幸的是，当大乘和金刚乘的修行者给佛陀的教法分类时，总有点精英主义的倾向。当人们说，“噢，那是声闻的方法”，他们总是有些看低它。实际上这会造很多不好的业，因为不管是他们看低的，还是他们自己所修学的，都是佛陀亲口教授的。

所以笃信教派主义实际上是最有害的特质之一。教派主义也是人类最负面的习性之一，并且未来将成为佛教徒中最大的过患和弱点。

战胜教派主义将是件很难的事，但我认为，谈谈为什么它是个问题，至少是有益的。教派主义问题是根深蒂固的，特别是在文化上不是很先进的人们之中。因为人们总是喜欢归属于某个俱乐部，或者某个党派，教派主义给他们带来安慰。

但是，在这个批判性思维的时代，当人们更加以理智为导向，我还是抱着一个希望，希望无宗派主义能够盛行。希望在像中国那样的地方，中国人足够聪明，会抛弃西藏的教派主义恶习。我担心有的藏人会刻意教授教派主义的内容，因为他们认为这是对的，但我却完全反对。"
